cuisine,Categories_final_edit,Date,Name,Street_Address,Amount,Description,City,State,Zip,Clarified_Name,Clarified_Purpose,complete_address,lat,lon
Italian,food,7/31/17,Engine House,71 lafayette st,128.77,Pizza For Event,Salem,MA,1970,,,"Engine House,71 lafayette st,Salem,MA",42.519663,-70.893279
Italian,Pizza for lynn public schools band,1/4/18,Enzo's,129 oxford st,240.18,Pizza for lynn public schools band,Lynn,ma,1901,,,"Enzo's,129 oxford st,Lynn,ma",42.4638483,-70.9469554
Italian,Pizza & Dessert For Campaign Volunteer Appreciation Cookout,5/23/16,Esposito Bakery,154 squire rd,89.85,Pizza & Dessert For Campaign Volunteer Appreciation Cookout,Revere,MA,2151,,,"Esposito Bakery,154 squire rd,Revere,MA",42.4234388,-71.0095897
Italian,Pizza for Stroll,11/4/17,Espresso Pizza,central st,200.09,Pizza for Stroll,Lowell,MA,1852,,,"Espresso Pizza,central st,Lowell,MA",42.6424471,-71.3082203
Italian,food,7/24/17,Everett House of Pizza,722 brdway,90,Pizza for Community Event,Everett,MA,2149,,,"Everett House of Pizza,722 brdway,Everett,MA",42.4151106,-71.0484742
Italian,food,11/8/16,Excellent Pizza Somerset,1072 county streeet,151.9,Pizza For Poll Workers,Somerset,MA,2726,,,"Excellent Pizza Somerset,1072 county streeet,Somerset,MA",41.7479122,-71.1441659
Mexican,Food,3/2/16,Express Burritos,205 winthrop st,62.2,Catering,Winthrop,MA,2152,,,"Express Burritos,205 winthrop st,Winthrop,MA",42.3763079,-70.9836313
Italian,Dinner with Colleagues discussing election and Pizza for Senior Event,10/1/16,Family Pizzeria,715 sumner ave,293.39,Dinner with Colleagues discussing election and Pizza for Senior Event,Springfield,MA,1108,,,"Family Pizzeria,715 sumner ave,Springfield,MA",42.0873462,-72.5505388
Italian,food,6/26/16,Famous Pizza,1941 ocean st,36.75,Pizza For Volunteers - Canvassing,Marshfield,MA,2050,,,"Famous Pizza,1941 ocean st,Marshfield,MA",42.0915866,-70.7073852
Italian,Pizza for visiting school group,12/20/16,Felcaro Pizza,280 cambridge st,140.26,Pizza for visiting school group,Boston,MA,2114,,,"Felcaro Pizza,280 cambridge st,Boston,MA",42.3610059,-71.068047
Italian,Volunteer Pizza Event,10/26/16,Finna's Tavern,6 pembroke st,145.83,Volunteer Pizza Event,Kingston,MA,2364,,,"Finna's Tavern,6 pembroke st,Kingston,MA",41.9956129,-70.7428282
Steakhouse,Dinner with campaign director,6/2/16,Firefly's BBQ,350 east main st,57.08,Dinner with campaign director,Marlborough,MA,1752,,,"Firefly's BBQ,350 east main st,Marlborough,MA",42.3527908,-71.5308585
Italian,Pasta Dinner - 5lb Ice,8/7/17,FL Roberts,6 lealand ave,5.97,Pasta Dinner - 5lb Ice,Agawam,MA,1001,,,"FL Roberts,6 lealand ave,Agawam,MA",42.0721278,-72.6150905
Italian,food,7/14/16,Flatbread Company,45 day st,119.04,Pizza party for All Star Baseball teams,Sommerville,MA,02144-2823,,,"Flatbread Company,45 day st,Sommerville,MA",42.395749,-71.1238204
Italian,Pizza & Drinks For State House Interns End of Internship Conversation,8/2/17,Florina Pizzeria,16 derne st,68.48,Pizza & Drinks For State House Interns End of Internship Conversation,Boston,MA,2114,,,"Florina Pizzeria,16 derne st,Boston,MA",42.359537,-71.063438
Italian,food,4/20/17,Florina Pizzeria,16 derne st,86.67,Pizza For Constituents Visiting State House During April Vacation,Boston,MA,2114,,,"Florina Pizzeria,16 derne st,Boston,MA",42.359537,-71.063438
Italian,pizza for late night staff working session,7/2/17,Florina Pizzeria,16 derne st,54.84,pizza for late night staff working session,Boston,MA,2101,,,"Florina Pizzeria,16 derne st,Boston,MA",42.359537,-71.063438
Italian,Pizza For Leadership Meeting,8/8/17,Florina Pizzeria,16 derne st,70.94,Pizza For Leadership Meeting,Boston,MA,2114,,,"Florina Pizzeria,16 derne st,Boston,MA",42.359537,-71.063438
Italian,Pizza for Rail Hearing attendees,10/25/17,Florina Pizzeria,16 derne st,132.08,Pizza for Rail Hearing attendees,Boston,MA,02114-4203,,,"Florina Pizzeria,16 derne st,Boston,MA",42.359537,-71.063438
Italian,food,5/15/17,Florina Pizzeria,16 derne st,82.84,Pizza for Staff,Boston,MA,2114,,,"Florina Pizzeria,16 derne st,Boston,MA",42.359537,-71.063438
Italian,food,12/14/16,Florina Pizzeria,16 derne st,188.28,Pizza For Staff,Boston,MA,2101,,,"Florina Pizzeria,16 derne st,Boston,MA",42.359537,-71.063438
Italian,pizza for staff - budget works,7/2/17,Florina Pizzeria,16 derne st,142.82,pizza for staff - budget works,Boston,MA,2101,,,"Florina Pizzeria,16 derne st,Boston,MA",42.359537,-71.063438
Italian,food,6/26/17,Florina Pizzeria,16 derne st,487.5,Pizza for state house visit-Ohrenberger School Students,Boston,MA,2114,,,"Florina Pizzeria,16 derne st,Boston,MA",42.359537,-71.063438
Italian,Pizza Lunch With Webelo Den #1 Pack 62 Tour of State House,12/28/17,Florina Pizzeria,16 derne st,119.84,Pizza Lunch With Webelo Den #1 Pack 62 Tour of State House,Boston,MA,2114,,,"Florina Pizzeria,16 derne st,Boston,MA",42.359537,-71.063438
Italian,Pizzas For Lakeview School 5th Graders,6/12/17,Florina Pizzeria,16 derne st,117.7,Pizzas For Lakeview School 5th Graders,Boston,MA,2101,,,"Florina Pizzeria,16 derne st,Boston,MA",42.359537,-71.063438
Italian,Pizzas For Legislators and Staff Members During Fy18 House Budget Debate,4/24/17,Florina Pizzeria,16 derne st,78.91,Pizzas For Legislators and Staff Members During Fy18 House Budget Debate,Boston,MA,2114,,,"Florina Pizzeria,16 derne st,Boston,MA",42.359537,-71.063438
Italian,Pizzas For Tufts Nurses Protest,7/14/17,Florina Pizzeria,16 derne st,243.75,Pizzas For Tufts Nurses Protest,Boston,MA,2114,,,"Florina Pizzeria,16 derne st,Boston,MA",42.359537,-71.063438
Italian,food,7/19/17,Florina Pizzeria,16 derne st,105.66,Staff Lunch,Boston,MA,2114,,,"Florina Pizzeria,16 derne st,Boston,MA",42.359537,-71.063438
Coffee,food,12/2/16,Florina Pizzeria,16 derne st,4.55,Coffee,Boston,MA,2101,,,"Florina Pizzeria,16 derne st,Boston,MA",42.359537,-71.063438
Steakhouse,Swearing in dinner with volunteers,1/4/17,Fogo De Chao,200 dartmouth st,169.53,Swearing in dinner with volunteers,Boston,MA,2116,,,"Fogo De Chao,200 dartmouth st,Boston,MA",42.3487,-71.077083
Italian,Phone bank pizza,10/30/16,Frontier Pizza,283 amherst rd,57.78,Phone bank pizza,Sunderland,MA,01375-9489,,,"Frontier Pizza,283 amherst rd,Sunderland,MA",42.4509463,-72.5627288
Italian,food,12/7/17,Galleria Umberto,249 hanover st,148,Pizza for Election Day,Boston,MA,2113,,,"Galleria Umberto,249 hanover st,Boston,MA",42.3637083,-71.0542803
Coffee,Coffee and Pastries for Seniors,9/4/16,Greenhills Irish Bakery,780 adams st,117.44,Coffee and Pastries for Seniors,Boston,MA,2124,,,"Greenhills Irish Bakery,780 adams st,Boston,MA",42.2832823,-71.0555812
Coffee,food,5/10/16,Greenhills Irish Bakery,780 adams st,81.29,Coffee for constituent meeting,Boston,MA,2124,,,"Greenhills Irish Bakery,780 adams st,Boston,MA",42.2832823,-71.0555812
Coffee,food,5/17/16,Greenhills Irish Bakery,780 adams st,34.52,Coffee for constituent meeting,Boston,MA,2124,,,"Greenhills Irish Bakery,780 adams st,Boston,MA",42.2832823,-71.0555812
Coffee,food,9/4/16,Greenhills Irish Bakery,780 adams st,27.9,Coffee for seniors,Boston,MA,2124,,,"Greenhills Irish Bakery,780 adams st,Boston,MA",42.2832823,-71.0555812
Coffee,Pastry & coffee for swearing in,1/5/16,Greenhills Irish Bakery,780 adams st,113.12,Pastry & coffee for swearing in,Boston,MA,02124-5104,,,"Greenhills Irish Bakery,780 adams st,Boston,MA",42.2832823,-71.0555812
Cuban,food,5/13/17,Gustazo Cuban Cafe,663 main st,123.79,Supporter Thank you dinner,Waltham,MA,2452,,,"Gustazo Cuban Cafe,663 main st,Waltham,MA",42.376365,-71.236604
Coffee,Breakfast And Coffee For Staff,4/27/16,Haley House Bakery,12 dade st,14.71,,Roxbury,MA,2119,,Breakfast and Coffee For Staff,"Haley House Bakery,12 dade st,Roxbury,MA",42.3319781,-71.082418
Coffee,Coffee Meeting W/ Colleagues Post Event,2/22/17,Haley House Bakery Cafe,12 dade st,12.93,Coffee Meeting W/ Colleagues Post Event,Roxbury,MA,2119,,,"Haley House Bakery,12 dade st,Roxbury,MA",42.3319781,-71.082418
Italian,Pizza community donation,12/13/17,Half Shell,1760 mass ave,70,Pizza community donation,Cambridge,MA,2140,,,"Half Shell,1760 mass ave,Cambridge,MA",42.3851983,-71.1196837
Coffee,food,5/16/16,Hi-rise Bread Company,208 concord ave,12.09,Constituent Coffee,Cambridge,MA,2138,,,"Hi-rise Bread Company,208 concord ave,Cambridge,MA",42.382494,-71.131376
Italian,food,1/27/17,High Spot Deli,10 beacon st,112.14,Pizza for Community Event,Boston,MA,2108,,,"High Spot Deli,10 beacon st,Boston,MA",42.3580553,-71.0617981
Italian,Pizza for Pride Week Event,6/26/17,Italian Express,336 sumner st,29.85,Pizza for Pride Week Event,East Boston,MA,02128-2124,,,"Italian Express,336 sumner st,East Boston,MA",42.3672981,-71.0357108
Italian,Pizza for Pride Parade,6/9/16,Italian Pizzeria Express,336 sumner st,169,Pizza for Pride Parade,East Boston,MA,2128,,,"Italian Pizzeria Express,336 sumner st,East Boston,MA",42.3672981,-71.0357108
Italian,Pizza for Pride Parade,6/9/16,Italian Pizzeria Express,336 sumner st,61,Pizza for Pride Parade,East Boston,MA,2128,,,"Italian Pizzeria Express,336 sumner st,East Boston,MA",42.3672981,-71.0357108
Italian,Facility Use - 08/07 & 10/23 Pasta Dinners W/tent,11/9/17,Italian Sporting Club,349 cooper st,449.06,Facility Use - 08/07 & 10/23 Pasta Dinners W/tent,Agawam,MA,1001,,,"Italian Sporting Club,349 cooper st,Agawam,MA",42.0791588,-72.6280928
Italian,PIZZA FOR CAMPAIGN WORKERS,11/7/17,ITALIANO RESTAURANT AND BAR,64 main st,57.38,PIZZA FOR CAMPAIGN WORKERS,Gloucester,MA,1930,,,"ITALIANO RESTAURANT AND BAR,64 main st,Gloucester,MA",42.612454,-70.6651783
Italian,food,11/7/17,Italiano's Restaurant,64 main st,409.96,Pizza/ Election Day,Gloucester,MA,1930,,,"Italiano's Restaurant,64 main st,Gloucester,MA",42.612454,-70.6651783
Mexican,Cinco De Mayo Event Food and Bev,5/5/17,Jalapenos Walpole,960 main st,181.8,Cinco De Mayo Event Food and Bev,Walpole,MA,2081,,,"Jalapenos Walpole,960 main st,Walpole,MA",42.1461309,-71.25256
Italian,food,2/1/16,Jenny's Pizza,320 medford st,63.84,Pizza for Community Evemt,Charlestown,MA,2129,,,"Jenny's Pizza,320 medford st,Charlestown,MA",42.3812542,-71.0630123
Italian,food,1/15/16,Jenny's Pizza,320 medford st,79.85,Pizza for Community Event,Charlestown,MA,2129,,,"Jenny's Pizza,320 medford st,Charlestown,MA",42.3812542,-71.0630123
Italian,food,3/4/16,Jenny's Pizza,320 medford st,143.79,Pizza for Community Issues,Charlestown,MA,2129,,,"Jenny's Pizza,320 medford st,Charlestown,MA",42.3812542,-71.0630123
Bars,Christmas Dinner With Supporter To Thank For Campaign Work,12/14/16,Joey's Bar & Grill,344 chandler st,116.64,Christmas Dinner With Supporter To Thank For Campaign Work,Worcester,MA,1609,,,"Joey's,344 chandler st,Worcester,MA",42.2615387,-71.8277445
Bars,Dinner with supporters to discuss local election strategy,10/7/17,Joey's Bar & Grill,344 chandler st,193.04,Dinner with supporters to discuss local election strategy,Worcester,MA,1609,,,"Joey's,344 chandler st,Worcester,MA",42.2615387,-71.8277445
Bars,Food,12/19/17,Joey's Bar & Grill,344 chandler st,"1,717.04",Food and refreshments for Annual Holiday Celebration,Worcester,MA,1609,,,"Joey's,344 chandler st,Worcester,MA",42.2615387,-71.8277445
Italian,Pizza For Primary Election Volunteers,9/8/16,John's Pizza,8 central ave,63.93,Pizza For Primary Election Volunteers,Chelsea,MA,2150,,,"John's Pizza,8 central ave,Chelsea,MA",42.3904751,-71.0349668
Italian,Pizzas For Community Event,5/28/17,John's Pizza,8 central ave,165.57,Pizzas For Community Event,Chelsea,MA,2150,,,"John's Pizza,8 central ave,Chelsea,MA",42.3904751,-71.0349668
Italian,Holiday Party Pizza,12/16/16,John's Pizzeria,424 front st,209,Holiday Party Pizza,Chicopee,MA,1013,,,"John's Pizzeria,424 front st,Chicopee,MA",42.1479768,-72.6007594
Italian,food,12/20/17,John's Pizzeria,424 front st,75,Pizza,Chicopee,MA,1013,,,"John's Pizzeria,424 front st,Chicopee,MA",42.1479768,-72.6007594
Italian,Pizza - Staff Reception,7/19/16,John's Pizzeria,424 front st,44.26,Pizza - Staff Reception,Chicopee,MA,1013,,,"John's Pizzeria,424 front st,Chicopee,MA",42.1479768,-72.6007594
Italian,food,12/20/16,John's Pizzeria,424 front st,55,Pizza for receptions,Chicopee,MA,1013,,,"John's Pizzeria,424 front st,Chicopee,MA",42.1479768,-72.6007594
Coffee,food,11/7/16,Joseph's Bakery,286 k st,121.56,Coffee/pastries for election day volunteers.,Boston,MA,02127-3184,,,"Joseph's Bakery,258 k st,South Boston,MA",42.334584,-71.037205
Italian,food,11/3/16,Joseph's Pizzeria,1200 blue hill ave,43.6,Pizza for community event,Mattapan,MA,2126,,,"Joseph's Pizzeria,1200 blue hill ave,Mattapan,MA",42.2834581,-71.0914096
Coffee,Coffee meeting with advocates,10/7/16,Kane's Donuts,90 oliver st,21.91,Coffee meeting with advocates,Boston,MA,2110,,,"Kane's Donuts,90 oliver st,Boston,MA",42.3564355,-71.0524128
Italian,food,7/18/16,Kelley Square Pub,84 bennington st,48,Pizza for Community Event,Boston,MA,2128,,,"Kelley Square Pub,84 bennington st,Boston,MA",42.376138,-71.035773
Italian,Pizza for Halloween Party,10/30/17,Kelley Square Pub,84 bennington st,24.1,Pizza for Halloween Party,Boston,MA,02128-1710,,,"Kelley Square Pub,84 bennington st,Boston,MA",42.376138,-71.035773
Italian,Pizza for JPNA Summer Potluck,7/12/17,Kelley Square Pub,84 bennington st,37.45,Pizza for JPNA Summer Potluck,Boston,MA,02128-1710,,,"Kelley Square Pub,84 bennington st,Boston,MA",42.376138,-71.035773
Bars,Food,3/2/16,Kelley Square Pub,84 bennington st,38.3,Catering Expense,Boston,MA,2128,,,"Kelley Square Pub,84 bennington st,Boston,MA",42.376138,-71.035773
Bars,Food,4/12/17,Kelley Square Pub,84 bennington st,695.65,Catering Expense For Staff Event,Boston,MA,2128,,,"Kelley Square Pub,84 bennington st,Boston,MA",42.376138,-71.035773
Bars,Food,11/7/16,Kelley Square Pub,84 bennington st,213.65,Catering for Fundraiser,Boston,MA,2128,,,"Kelley Square Pub,84 bennington st,Boston,MA",42.376138,-71.035773
Bars,Food,3/24/16,Kelley Square Pub,,100,Catering for Senior Citizens Event at Barnes School Housing,Boston,MA,2128,,,"Kelley Square Pub,84 bennington st,Boston,MA",42.376138,-71.035773
Bars,Dining Expense - Lunch with East Boston Rep.,6/20/16,Kelley Square Pub,84 bennington st,111.05,Dining Expense - Lunch with East Boston Rep.,Boston,MA,2128,,,"Kelley Square Pub,84 bennington st,Boston,MA",42.376138,-71.035773
Bars,Dinner for Staff and Supporters following Ward 1 Endorsement Meeting,3/29/16,Kelley Square Pub,84 bennington st,210,Dinner for Staff and Supporters following Ward 1 Endorsement Meeting,Boston,MA,2128,,,"Kelley Square Pub,84 bennington st,Boston,MA",42.376138,-71.035773
Bars,Restaurant,12/11/17,Kelley Square Pub,84 bennington st,50.85,Dinner with colleagues to discuss local issues,Boston,MA,2128,,,"Kelley Square Pub,84 bennington st,Boston,MA",42.376138,-71.035773
Bars,Restaurant,12/13/17,Kelley Square Pub,84 bennington st,24,Dinner with colleagues to discuss local issues,Boston,MA,2128,,,"Kelley Square Pub,84 bennington st,Boston,MA",42.376138,-71.035773
Bars,Food,8/11/17,Kelley Square Pub,84 bennington st,39.7,Food for Volunteers,Boston,MA,2128,,,"Kelley Square Pub,84 bennington st,Boston,MA",42.376138,-71.035773
Bars,Food,3/31/16,Kelley Square Pub,84 bennington st,64.1,Food/Catering,Boston,MA,2128,,,"Kelley Square Pub,84 bennington st,Boston,MA",42.376138,-71.035773
Bars,Food,12/13/16,Kelley Square Pub,84 bennington st,49,Food/Catering,Boston,MA,2128,,,"Kelley Square Pub,84 bennington st,Boston,MA",42.376138,-71.035773
Bars,Food,12/5/16,Kelley Square Pub,84 bennington st,24.1,Food/Catering Expense,Boston,MA,2128,,,"Kelley Square Pub,84 bennington st,Boston,MA",42.376138,-71.035773
Bars,Food,2/5/17,Kelley Square Pub,84 bennington st,120.4,Food/Catering Expense,Boston,MA,2128,,,"Kelley Square Pub,84 bennington st,Boston,MA",42.376138,-71.035773
Bars,food,7/18/16,Kelley Square Pub,84 bennington st,48,Pizza for Community Event,Boston,MA,2128,,,"Kelley Square Pub,84 bennington st,Boston,MA",42.376138,-71.035773
Bars,Pizza for Halloween Party,10/30/17,Kelley Square Pub,84 bennington st,24.1,Pizza for Halloween Party,Boston,MA,02128-1710,,,"Kelley Square Pub,84 bennington st,Boston,MA",42.376138,-71.035773
Bars,Pizza for JPNA Summer Potluck,7/12/17,Kelley Square Pub,84 bennington st,37.45,Pizza for JPNA Summer Potluck,Boston,MA,02128-1710,,,"Kelley Square Pub,84 bennington st,Boston,MA",42.376138,-71.035773
Bars,restaurant,2/12/16,Kelley Square Pub,84 bennington st,288.8,Venue/catering Expense For Fundraising Event,Boston,MA,2128,,,"Kelley Square Pub,84 bennington st,Boston,MA",42.376138,-71.035773
Italian,Pizza for Wounded Veteran Run,5/16/16,Kelley's Square Pub,84 bennington st,125,Pizza for Wounded Veteran Run,Boston,MA,2128,,,"Kelley Square Pub,84 bennington st,Boston,MA",42.376138,-71.035773
Bars,Food,3/4/16,Kelley's Square Pub,84 bennington st,24.1,Lunch with Constituents to Discuss Community Issues,Boston,MA,2128,,,"Kelley Square Pub,84 bennington st,Boston,MA",42.376138,-71.035773
Bars,Pizza for Wounded Veteran Run,5/16/16,Kelley's Square Pub,84 bennington st,125,Pizza for Wounded Veteran Run,Boston,MA,2128,,,"Kelley Square Pub,84 bennington st,Boston,MA",42.376138,-71.035773
Bars,Food,8/9/17,Kinsale Irish Pub & Restaurant,2 center plz,36.5,Luncheon meeting,Boston,MA,2108,,,"Kinsale Irish Pub & Restaurant,cambridge st,Boston,MA",42.359775,-71.060241
Bars,Food,9/27/17,Kinsale Irish Pub & Restaurant,2 center plz cambridge st,184.99,Meeting Expense: Meals,Boston,MA,2108,,,"Kinsale Irish Pub & Restaurant,cambridge st,Boston,MA",42.359775,-71.060241
Bars,Food,9/27/17,Kinsale Irish Pub & Restaurant,2 center plz cambridge st,47.2,Meeting Expense: Meals,Boston,MA,2107,,,"Kinsale Irish Pub & Restaurant,cambridge st,Boston,MA",42.359775,-71.060241
Bars,Policy Dinner Meeting,1/9/17,Kinsale Irish Pub & Restaurant,2 center plz,60.83,Policy Dinner Meeting,Boston,MA,2101,,,"Kinsale Irish Pub & Restaurant,cambridge st,Boston,MA",42.359775,-71.060241
Bars,Food,6/22/16,Kinsale Irish Pub & Restaurant,2 center plz,54.48,Food/Catering,Boston,MA,2108,,,"Kinsale Irish Pub & Restaurant,cambridge st,Boston,ma",42.359775,-71.060241
Bars,Food,4/13/16,Kinsale Irish Pub & Restaurant,2 center plz,68.71,Fundraising Meeting Expense: Meals,Boston,MA,2108,,,"Kinsale Irish Pub & Restaurant,cambridge st,Boston,ma",42.359775,-71.060241
Bars,staff thank you lunch,3/17/17,Kinsale Irish Pub & Restaurant,,22.12,staff thank you lunch,Boston,MA,2101,,,"Kinsale Irish Pub & Restaurant,cambridge st,Boston,ma",42.359775,-71.060241
Japanese,restaurant,10/17/16,ko sushi,south st,173.01,dinner w/ constituents to discuss budget and bills to discuss constituent concersn,Hopkinton,ma,1748,,,"ko sushi,south st,Hopkinton,ma",42.2055626,-71.5452155
Japanese,restaurant,3/18/17,ko sushi,south st,217.05,dinner with constituent to discuss legislative concerns,Hopkinton,ma,1748,,,"ko sushi,south st,Hopkinton,ma",42.2055626,-71.5452155
Japanese,restaurant,10/8/17,ko sushi,hayward st,178.27,dinner with constituent to discuss local issues,Hopkinton,ma,1748,,,"ko sushi,hayward st,Hopkinton,ma",42.2055626,-71.5452155
Japanese,restaurant,4/1/17,ko sushi,south st,72.26,dinner with constituents discuss upcoming legislation,Hopkinton,ma,1748,,,"ko sushi,south st,Hopkinton,ma",42.2055626,-71.5452155
Japanese,restaurant,7/1/17,ko sushi,hayward st,210.16,dinner with constituents to discuss budget issues,Hopkinton,ma,1748,,,"ko sushi,hayward st,Hopkinton,ma",42.2055626,-71.5452155
Japanese,restaurant,4/23/17,ko sushi,south st,205.45,dinner with constituents to discuss district issues and concerns,Hopkinton,ma,1748,,,"ko sushi,south st,Hopkinton,ma",42.2055626,-71.5452155
Japanese,restaurant,7/22/16,ko sushi,hayward st,120.92,dinner with constituents to discuss issues on legislatution,Hopkinton,ma,1748,,,"ko sushi,hayward st,Hopkinton,ma",42.2055626,-71.5452155
Japanese,restaurant,3/18/17,ko sushi,south st,29.97,drinks with constituents to discuss local concerns,Hopkinton,ma,1748,,,"ko sushi,south st,Hopkinton,ma",42.2055626,-71.5452155
Italian,Food,12/20/17,LaBefana Pizza,15 north beacin st,53.5,Food For Meeting,Allston,MA,2134,,,"LaBefana Pizza,15 north beacin st,Allston,MA",42.3538189,-71.1382308
Italian,Food,5/19/16,LaCasa DePedro Inc.,343 arsenal st,131.65,Food for Event,Watertown,MA,2472,,,"LaCasa DePedro Inc.,343 arsenal st,Watertown,MA",42.3635043,-71.1643518
Italian,staff Christmas lunch,12/20/16,Lafamiglia Giorgio's,112 salem st,510.98,staff Christmas lunch,Boston,MA,2113,,,"Lafamiglia Giorgio's,112 salem st,Boston,MA",42.3645617,-71.055575
Italian,Food,1/27/16,LaFamilia,431 winthrop,132.73,Campaign dinner meeting,Taunton,MA,2780,,,"LaFamilia,431 winthrop,Taunton,MA",41.8848058,-71.1428073
Japanese,Food,8/1/16,Le's Sushi Bar & Restaurant,425 cambridge st,38.31,Food for volunteers,Cambridge,MA,2141,,,"Le's Sushi Bar & Restaurant,425 cambridge st,Cambridge,MA",42.3716376,-71.0832847
Japanese,Food,7/26/16,Le's Sushi Bar & Restaurant,425 cambridge st,35.15,Food for volunteers,Cambridge,ma,2141,,,"Le's Sushi Bar & Restaurant,425 cambridge st,Cambridge,ma",42.3716376,-71.0832847
Bars,Food,8/1/16,Le's Sushi Bar & Restaurant,425 cambridge st,38.31,Food for volunteers,Cambridge,MA,2141,,,"Le's Sushi Bar & Restaurant,425 cambridge st,Cambridge,MA",42.3716376,-71.0832847
Bars,Food,7/26/16,Le's Sushi Bar & Restaurant,425 cambridge st,35.15,Food for volunteers,Cambridge,ma,2141,,,"Le's Sushi Bar & Restaurant,425 cambridge st,Cambridge,ma",42.3716376,-71.0832847
Italian,food,8/22/17,Leo's T-Bird Pizza,386 chandler st,84.26,Pizza party for volunteers,Worcester,MA,1601,,,"Leo's T-Bird Pizza,386 chandler st,Worcester,MA",42.262663,-71.829398
Italian,pizza for volunteers,9/25/17,Leones Pizza,292 brdway,67,pizza for volunteers,Sommerville,ma,2145,,,"Leones Pizza,292 brdway,Sommerville,ma",42.3919462,-71.092481
Italian,pizza for community meeting,8/3/16,Little Caesar's Pizza,24 union st,73,pizza for community meeting,Lynn,MA,1901,,,"Little Caesar's Pizza,24 union st,Lynn,MA",42.4684582,-70.9376394
Mexican,Food,12/6/17,Lone Star Taco Bar,479 cambridge st,80.99,Dinner with supporters,Allston,MA,2134,,,"Lone Star Taco Bar,479 cambridge st,Allston,MA",42.3538,-71.1369036
Bars,Food,12/6/17,Lone Star Taco Bar,479 cambridge st,80.99,Dinner with supporters,Allston,MA,2134,,,"Lone Star Taco Bar,479 cambridge st,Allston,MA",42.3538,-71.1369036
Chinese,Food,7/24/16,Lucky Boston Chinese,3096 washington st,40.65,Food For Volunteers,Roxbury,MA,2119,,,"Lucky Boston Chinese,3096 washington st,Roxbury,MA",42.3150539,-71.098778
Italian,Food,8/23/16,Ludlow Pizza,257 fuller st,59.6,Food for event at senior center,Ludlow,MA,1056,,,"Ludlow Pizza,257 fuller st,Ludlow,MA",42.1807829,-72.4870802
Italian,food for event at senior center,8/23/16,Ludlow Pizza,257 fuller st,56.9,food for event at senior center,Ludlow,MA,1056,,,"Ludlow Pizza,257 fuller st,Ludlow,MA",42.1807829,-72.4870802
Italian,Phone bank pizza,10/27/16,Luigi's,809 maple rd,78.79,Phone bank pizza,Longmeadow,MA,1106,,,"Luigi's,809 maple rd,Longmeadow,MA",42.032522,-72.5524124
Italian,Food,11/14/17,Luigi's Pizza,po box 193,308.15,Election Day food for volunteers,Revere,MA,02151-0002,,,"Luigi's Pizza,po box 193,Revere,MA",42.3980143,-70.9925057
Italian,Food,11/23/16,Luigi's Pizza,po box 193,674.1,Election day pizza for volunteers,Revere,MA,02151-0002,,,"Luigi's Pizza,po box 193,Revere,MA",42.3980143,-70.9925057
Italian,Food,4/21/16,Luigi's Pizza,616 winthrop ave,398.04,Election day pizza poll workers,Revere,MA,02151-5521,,,"Luigi's Pizza,616 winthrop ave,Revere,MA",42.3980143,-70.9925057
Italian,Leadership luncheon,3/1/16,Luigi's Pizza,616 winthrop ave,513.06,Leadership luncheon,Revere,MA,02151-5521,,,"Luigi's Pizza,616 winthrop ave,Revere,MA",42.3980143,-70.9925057
Italian,Leadership luncheon,4/12/16,Luigi's Pizza,616 winthrop ave,587.43,Leadership luncheon,Revere,MA,02151-5521,,,"Luigi's Pizza,616 winthrop ave,Revere,MA",42.3980143,-70.9925057
Italian,Food,3/16/16,Luigis Pizzaria,4 cliff ave,449.4,Election Day pizza for poll workers,Winthrop,MA,02152-1504,,,"Luigis Pizzaria,4 cliff ave,Winthrop,MA",42.382523,-70.981027
Italian,food,11/17/17,Ma Magoo's,6 concord ln,224.7,Pizza for school group visit to State House,Cambridge,MA,2138,,,"Ma Magoo's,6 concord ln,Cambridge,MA",42.3880121,-71.1424014
Italian,Food,9/18/17,Mama Gina's Pizza,19 union sq,40.13,Food for phone bank,Sommerville,MA,2143,,,"Mama Gina's Pizza,19 union sq,Sommerville,MA",42.379422,-71.096218
Italian,Food,9/8/17,Mama Gina's Pizza,19 union sq,15.63,Food for phone bank,Sommerville,MA,2143,,,"Mama Gina's Pizza,19 union sq,Sommerville,MA",42.379422,-71.096218
Italian,Food,8/22/17,Mama Gina's Pizza,19 union sq,15.63,Food for volunteers,Sommerville,MA,2143,,,"Mama Gina's Pizza,19 union sq,Sommerville,MA",42.379422,-71.096218
Italian,Food,8/15/17,Mama Gina's Pizza,19 union sq,48.13,Food for volunteers,Sommerville,MA,2143,,,"Mama Gina's Pizza,19 union sq,Sommerville,MA",42.379422,-71.096218
Italian,food,8/29/16,Mama Gina's Pizza,19 union sq,143.65,Refreshments For Campaign Workers,Sommerville,MA,2143,,,"Mama Gina's Pizza,19 union sq,Sommerville,MA",42.379422,-71.096218
Italian,restaurant,9/13/17,Mama Gina's Pizza,19 union sq,27.88,Volunteer food,Sommerville,MA,2143,,,"Mama Gina's Pizza,19 union sq,Sommerville,MA",42.379422,-71.096218
Italian,volunteer food,9/27/17,Mama Gina's Pizza,19 union sq,27.88,volunteer food,Sommerville,MA,2143,,,"Mama Gina's Pizza,19 union sq,Sommerville,MA",42.379422,-71.096218
